,Startup Name,Founding Date,Founder(s),Founder Gender,Industry/Vertical,City,Investor(s),Funding Date,Investment Type,Investment Amount (USD),Yearly GDP (% Growth),Unicorn Company,Valuation (B USD)
821,Mech Mocha,,,,Platforms & Social Media,Bangalore,"Blume Ventures, Flipkart",23/12/2015,Early stage,1000000,8.0,,
822,Shotang.Com,,,,Marketplace,Bangalore,"Exfinity Venture Partners, Unitus Impact Livelihoods Fund",23/12/2015,,0,8.0,,
823,Cityfurnish,,,,Platforms & Social Media,Gurgaon,Jitendra Gupta,23/12/2015,,0,8.0,,
824,Black White Orange,,,,Platforms & Social Media,Greater Mumbai,Collaborative Licensing Ventures Llp,24/12/2015,Early stage,303000,8.0,,
825,Kolabro,,,,Platforms & Social Media,Gurgaon,"Umang Kumar, Ruchir Arora & Others",24/12/2015,,0,8.0,,
826,Canvera,,,,Platforms & Social Media,Bangalore,Info Edge (India) Ltd,24/12/2015,Other,2200000,8.0,,
827,Town Essentials,,,,Platforms & Social Media,Bangalore,"Sharad Hegde, Girish Reddy, Siddharth Patil, Shrikant Patil",28/12/2015,Early stage,1000000,8.0,,
828,Bumper,,,,SaaS,Bangalore,Saif Partners,28/12/2015,,0,8.0,,
829,Hotify,,,,SaaS,Bangalore,Mahavir Pratap Sharma,29/12/2015,Early stage,150000,8.0,,
830,Mobikwik,,,,SaaS,Gurgaon,"Sequoia Capital, Tree Line Asia, Innoven Capital",29/12/2015,Other,6600000,8.0,,
831,Intelligent Interfaces,,,,Platforms & Social Media,Bangalore,Yuvraj Singh,30/12/2015,,0,8.0,,
832,Tracxn,,,,Other,Bangalore,Ratan Tata,06/01/2016,,0,8.26,,
833,Qdesq,,,,Real Estate,Gurgaon,"Dheeraj Jain, Jagdish Kumar, Bharat Gupta, Ankush Saigal, Praveen Saini",06/01/2016,,0,8.26,,
834,Sensara,,,,Technology,Bangalore,"Lalitesh Katragadda,  Ganayantrika Systems",06/01/2016,Early stage,750000,8.26,,
835,Zebpay,,,,Consumer Internet,Ahmedabad,"Arjun Handa, Amit Jindal, Nagendra Chaudhary",06/01/2016,Other,1000000,8.26,,
836,Planmymedicaltrip,,,,Health & Fitness,Pune,"Bhanu Vikram Parsotam, Rohan Desai And Paras Patel",06/01/2016,Early stage,150000,8.26,,
837,Mycity4Kids,,,,EdTech,Gurgaon,"Sidbi Venture Capital Limited, Yournest Angel Fund",06/01/2016,Other,3000000,8.26,,
838,Justdakhila.Com,,,,EdTech,New Delhi,Ankur Gupta,06/01/2016,Early stage,750000,8.26,,
839,Pitstop,2015.0,,Male,Consumer Internet,Bangalore,Myntra/Livspace Founders,07/01/2016,,0,8.26,,
840,Bikxie,,,,Consumer Internet,Gurgaon,Undisclosed Investors,07/01/2016,,0,8.26,,
841,Infurnia,,,,Consumer Internet,Bangalore,Idein Ventures,07/01/2016,Early stage,160000,8.26,,
842,Myly,,,,EdTech,Jaipur,Newbie Promoter Pvt Ltd,07/01/2016,Early stage,100000,8.26,,
843,Melorra,2015.0,,,E-commerce,Bangalore,Lightbox Ventures,08/01/2016,Other,5000000,8.26,,
844,Confirmtkt,,,,Consumer Internet,Bangalore,"Krishna Jhujhunwala, Dr. Apoorv Ranjan Sharma, Anirudh Damani, Anand Ladsariya, Sanjay Mehta & Others",08/01/2016,Early stage,250000,8.26,,
845,Gyaanzone,,,,EdTech,Greater Mumbai,Gbim Technologies Pvt Ltd,08/01/2016,,0,8.26,,
846,Flatfurnish,,,,Consumer Internet,Gurgaon,Arun Chandra Mohan,08/01/2016,,0,8.26,,
847,Lumiere,,,,E-commerce,Bangalore,Undisclosed Investors,09/01/2016,,0,8.26,,
848,Koovs,,,,E-commerce,Gurgaon,"Nahata Family, Waheed Alli",11/01/2016,Other,5400000,8.26,,
849,Wishup,,,,Consumer Internet,New Delhi,"500 Startups, Mato Peric, Tracxnlabs",11/01/2016,,0,8.26,,
850,Freshmenu,,,,Consumer Internet,Bangalore,"Zodius Capital, Lightspeed Venture Partners",11/01/2016,Other,16500000,8.26,,
851,Savvymob,,,,E-commerce,Bangalore,"Tv Mohandas Pai, Letsventure",11/01/2016,Early stage,1000000,8.26,,
852,Fashionablyin,,,,Consumer Internet,Greater Mumbai,Ranjan Mahtani,11/01/2016,,0,8.26,,
853,Shopclues,,,,E-commerce,Gurgaon,"Gic, Tiger Global Management, Nexus Venture Partners",12/01/2016,Other,100000000,8.26,,
854,Hike Messenger,,,,Consumer Internet,New Delhi,"Matt Mullenweg, Adam D’Angelo, Aditya Agarwal,  Ruchi Sanghvi & Others",12/01/2016,,0,8.26,,
855,Ibus Networks,,,,Technology,Bangalore,"Vallabh Bhanshali, N Squared Management Llc, Jagdish & Sandeep Mehta Family Office",12/01/2016,Other,2300000,8.26,,
856,Happy2Refer,,,,Consumer Internet,Greater Mumbai,"Equity Crest, Vinners, Sparknext",12/01/2016,Early stage,250000,8.26,,
857,Cartrade,,,,Consumer Internet,Greater Mumbai,"Temasek Holdings, March Capital, Warburg Pincus",13/01/2016,Other,145000000,8.26,,
858,Rentomo,,,,Consumer Internet,Bangalore,Shiva Ashok & Other Unnamed Investors,13/01/2016,Early stage,100000,8.26,,
859,Roder,,,,Consumer Internet,New Delhi,Unicorn India Ventures,13/01/2016,Early stage,240000,8.26,,
860,Bucker,,,,Consumer Internet,Greater Hyderabad ,"50K Ventures, Munish Jauhar, Pulkit Jain, Rohit Narang",13/01/2016,,0,8.26,,
861,Care24,,,,Health & Fitness,Greater Mumbai,"Saif Partners, India Quotient",13/01/2016,Other,4000000,8.26,,
862,Obino,,,,Health & Fitness,Greater Mumbai,Roundglass Partners,13/01/2016,,0,8.26,,
863,Snapshopr,,,,Consumer Internet,Bangalore,Amod Malviya,14/01/2016,,0,8.26,,
864,Buildkar,,,,E-commerce,Bangalore,"Mustafa Wajid, Umang Kumar & Others",14/01/2016,,0,8.26,,
865,Orahi,,,,Consumer Internet,Gurgaon,Indian Angel Network,14/01/2016,Early stage,520000,8.26,,
866,Zapr,,,,Technology,Gurgaon,"Flipkart, Saavn, Micromax, Dhiraj Rajaram, Ambiga Dhiraj, Dinesh Agarwal, Samir Bangara, Sanjay Nath, Arihant Patni",14/01/2016,,0,8.26,,
867,Remidio,,,,Health & Fitness,Bangalore,Cipher-Plexus Capital Advisors & Indian Hnis,15/01/2016,,0,8.26,,
868,Fitso,,,,Consumer Internet,Gurgaon,"Varun Khurana, Samar Singla, Vinay Bansal,",15/01/2016,Early stage,200000,8.26,,
869,Evibe.In,,,,Consumer Internet,Bangalore,"Hyderabad Angels, Lalit Mangal,  Vikas Malpani, Gaurav Bhalotia, Lv Prasad",15/01/2016,,0,8.26,,
870,Zoctr,,,,Consumer Internet,Greater Mumbai,Times Group,15/01/2016,,0,8.26,,
871,Jobick,,,,Consumer Internet,Noida,Abhinav Mathur,15/01/2016,,0,8.26,,
872,Plick,,,,Consumer Internet,Greater Mumbai,Sanjay Mehta,16/01/2016,,0,8.26,,
873,Voice Friends,,,,Consumer Internet,Greater Mumbai,Huzaifa Khorakiwala,18/01/2016,,0,8.26,,
874,Kartrocket,,,,Consumer Internet,New Delhi,"Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding, 500 Startups",18/01/2016,Other,6000000,8.26,,
875,Swiggy,2014.0,,,Consumer Internet,Bangalore,"Harmony Partners, Rb Investments & Existing Investors",19/01/2016,Other,35000000,8.26,Yes,10.7
876,Tinystep,,,,Consumer Internet,Bangalore,Flipkart,19/01/2016,,0,8.26,,
877,Cashkaro,,,,Consumer Internet,Gurgaon,Ratan Tata,19/01/2016,,0,8.26,,
878,Gameezop,,,,Consumer Internet,New Delhi,Anand Chandrasekaran & Others,19/01/2016,,0,8.26,,
879,Dailyobjects,,,,E-commerce,New Delhi,"Unilazer Fund,  Phanindra Sama, Peyush Bansal",19/01/2016,Other,1400000,8.26,,
880,Indus Os,,,,Technology,Greater Mumbai,"Omidyar Network,",19/01/2016,Other,5000000,8.26,,
881,Collegedunia,,,,Consumer Internet,New Delhi,Umang Kumar,19/01/2016,Early stage,445000,8.26,,
882,Villgro,,,,Fintech,Chennai,"Lemelson Foundation, Michael And Susan Dell Foundation",19/01/2016,Other,3500000,8.26,,
883,Reddoorz,,,,Consumer Internet,New Delhi,500 Startups,20/01/2016,,0,8.26,,
884,Industrybuying,,,,E-commerce,New Delhi,Trifecta Capital,20/01/2016,Other,1800000,8.26,,
885,Just Buy Live,,,,E-commerce,Greater Mumbai,Alpha Capital,20/01/2016,Other,20000000,8.26,,
886,Imbesharam,,,,E-commerce,New Delhi,Undisclosed Us Based Investors,20/01/2016,Other,4000000,8.26,,
887,Moodoo,,,,Consumer Internet,Greater Mumbai,Saïd Business School Seed Fund.,20/01/2016,Early stage,40000,8.26,,
888,Saral Designs,,,,Health & Fitness,Greater Mumbai,"Farooq Adam, Ambi Parameswaran,",20/01/2016,,0,8.26,,
889,Firstcry,,,,E-commerce,Pune,Ratan Tata,21/01/2016,,0,8.26,,
890,Fisdom,,,,Consumer Internet,Bangalore,Rob Chandra,21/01/2016,Early stage,500000,8.26,,
891,Easypolicy,,,,Consumer Internet,Noida,Unilazer Ventures,21/01/2016,Other,2200000,8.26,,
892,Housing.Com,,,,Consumer Internet,Greater Mumbai,Softbank Corp,21/01/2016,Other,15000000,8.26,,
893,Creo,,,,Technology,Bangalore,"Sequoia Capital, Beenext Ventures, India Quotient, Anand Chandrasekaran",21/01/2016,Other,3000000,8.26,,
894,Shabdanagari,,,,Consumer Internet,Kanpur,Kanpur Angels & Others,22/01/2016,Early stage,200000,8.26,,
895,Little,,,,Consumer Internet,Bangalore,Gic,22/01/2016,,0,8.26,,
896,Snapbizz,,,,E-commerce,Bangalore,"Jungle Ventures, Taurus Value Creation, Konly Venture, Blume Ventures",22/01/2016,Other,7200000,8.26,,
897,Qlivery,,,,Consumer Internet,Gurgaon,Chandigarh Angels Funding,22/01/2016,,0,8.26,,
898,Plexusmd,,,,Consumer Internet,Ahmedabad,"Arihant Patni, Avnish Mehra, Pranay Adhvaryu, Ravi Sampat",22/01/2016,,0,8.26,,
899,Silvan,,,,Technology,Bangalore,The Chennai Angels,22/01/2016,Early stage,515000,8.26,,
900,Eps,,,,Technology,Greater Mumbai,Apis Partners,22/01/2016,,0,8.26,,
901,Qubole,,,,Technology,Bangalore,"Institutional Venture Partners, Norwest Venture Partners, Lightspeed Venture Partners, Crv",22/01/2016,Other,30000000,8.26,,
902,Gajty,,,,Health & Fitness,Gurgaon,Purvi Ventures,22/01/2016,,0,8.26,,
903,Siftr Labs,,,,Consumer Internet,Greater Mumbai,Venture Catalysts,25/01/2016,,0,8.26,,
904,Power2Sme,,,,Consumer Internet,Gurgaon,"Nandan Nilekani, Accel Partners, Kalaari Capital And Inventus Capital",25/01/2016,Other,21000000,8.26,,
905,Skycandle,,,,E-commerce,New Delhi,Gpa Group,25/01/2016,,0,8.26,,
906,Teabox.Com,,,,E-commerce,Siliguri,Ratan Tata,27/01/2016,,0,8.26,,
907,Buildzar,,,,E-commerce,Gurgaon,Puneet Dalmia,27/01/2016,Other,4000000,8.26,,
908,Applicate,,,,Technology,Bangalore,Undisclosed Investors,27/01/2016,Early stage,1000000,8.26,,
909,Whatsonrent,,,,E-commerce,Bangalore,Lalit Mangal & Others,27/01/2016,,0,8.26,,
910,Zebi(Yet To Launch),,,,Technology,Greater Hyderabad ,Un Disclosed Investors,28/01/2016,Early stage,1000000,8.26,,
911,Truce,,,,SaaS,Greater Mumbai,"Anupam Mittal, Amit Gupta, Utsav Somani, Neeraj Goenka, Farooq Adam Mukadam",28/01/2016,Early stage,370000,8.26,,
912,Justdoc,,,,Other,Bangalore,"Tv Mohandas Pai, Mohit Saxena, Raghunandan G, Singapore Angel Network, Tracxnlabs",28/01/2016,,0,8.26,,
913,Myeglu,,,,Technology,Bangalore,Foxconn Technology Group & Others,28/01/2016,,0,8.26,,
914,Bitgiving,,,,Consumer Internet,New Delhi,"Harminder Sahni, Krishna Mehra, Sanjay Bakshi",29/01/2016,,0,8.26,,
915,Qriyo,,,,Consumer Internet,Jodhpur,Idein Ventures,29/01/2016,Early stage,160000,8.26,,
916,N.O.W,,,,Consumer Internet,Noida,Maple Capital Advisors,29/01/2016,,0,8.26,,
917,Aisle,2014.0,,,Consumer Internet,Bangalore,"Termsheet, Ah! Ventures",29/01/2016,Early stage,185000,8.26,,
918,Freshmenu,,,,Consumer Internet,Bangalore,"Zodius Technology Fund, Lightspeed Venture Partners",29/01/2016,Other,17000000,8.26,,
919,Truebil,,,,E-commerce,Greater Mumbai,"Kalaari Capital, Inventus Capital, Tekton Ventures, Kae Capital",29/01/2016,Other,5150000,8.26,,
920,Rare Media,,,,Technology,New Delhi,Info Edge (India) Ltd,29/01/2016,Other,1100000,8.26,,
921,Tinmen,,,,Consumer Internet,Greater Hyderabad ,Lead Angel Network,29/01/2016,,0,8.26,,
922,Codinglabs,,,,Technology,Greater Hyderabad ,Vineet Nalla,29/01/2016,,0,8.26,,
923,Findurclass,,,,Consumer Internet,Greater Mumbai,"Amit Patni, Anirudh Damani, Samir Shah",30/01/2016,,0,8.26,,
924,Designbids,,,,Consumer Internet,New Delhi,Indian Angel Network,30/01/2016,,0,8.26,,
925,Blue Tokai Coffee,,,,E-commerce,New Delhi,Snow Leopard Technology Ventures,01/02/2016,,0,8.26,,
926,Altizone,,,,Technology,Pune,"Wipro Ventures,  Lumis Partners",02/02/2016,Other,4000000,8.26,,
927,Oust App,,,,Consumer Internet,Bangalore,"T V Mohandas Pai,  Aarin Capital",02/02/2016,,0,8.26,,
928,Strike,,,,Consumer Internet,Bangalore,Multiple Investors Through Ten Minute Million Competition,02/02/2016,Early stage,22500,8.26,,
929,Maaxmarket,,,,Consumer Internet,,Multiple Investors Through Ten Minute Million Competition,02/02/2016,Early stage,22500,8.26,,
930,Gamooz,,,,Technology,Gurgaon,Multiple Investors Through Ten Minute Million Competition,02/02/2016,Early stage,22500,8.26,,
931,Soundsurround,,,,Technology,Greater Mumbai,Multiple Investors Through Ten Minute Million Competition,02/02/2016,Early stage,22500,8.26,,
932,Mazkara,,,,Consumer Internet,Pune,Dunamis Ventures Pte Ltd.,03/02/2016,Early stage,1000000,8.26,,
933,Roadgods,,,,E-commerce,New Delhi,Green House Ventures (Ghv),03/02/2016,Early stage,100000,8.26,,
934,Pindropmusic,,,,Consumer Internet,Noida,Green House Ventures (Ghv),03/02/2016,Early stage,100000,8.26,,
935,Woodpie,,,,Consumer Internet,Bangalore,Ingram Content Group,03/02/2016,Early stage,30000,8.26,,
936,Perfumery,,,,E-commerce,New Delhi,Oranda Global & Others,04/02/2016,,0,8.26,,
937,Magic Crate,,,,EdTech,Bangalore,"Tv Mohandas Pai, Aarin Capital",05/02/2016,,0,8.26,,
938,Zendrive,,,,Technology,Bangalore / Sfo,"Sherpa Capital, Nyca Partners And Thomvest Ventures",05/02/2016,Other,13500000,8.26,,
939,Smartcooky,,,,E-commerce,New Delhi,"Vandana Luthra,",05/02/2016,,0,8.26,,
940,Turtlemint,2015.0,,Male,Consumer Internet,Greater Mumbai,Nexus Venture Partners,05/02/2016,,0,8.26,,
941,Bhive,,,,Real Estate,Bangalore,"Raghunandan G, Venturesity, Arihant Patni",05/02/2016,,0,8.26,,
942,Gingercrush,,,,E-commerce,Vadodara,"Saha Fund, Tv Mohandas Pai, Zia Mody, Mumbai Angels, Ananda Kallugadde, Rakesh Desai, Rakesh Malhotra",05/02/2016,Other,1000000,8.26,,
943,American Vision,,,,Consumer Internet,Pune,Undisclosed Investors,05/02/2016,Early stage,81000,8.26,,
944,Dawailelo,,,,Consumer Internet,Varanasi,Undisclosed Investors,05/02/2016,Early stage,52000,8.26,,
945,Heads Up For Tails,2008.0,,,E-commerce,New Delhi,Undisclosed Investors,06/02/2016,Early stage,1000000,8.26,,
946,Moglix,,,,E-commerce,New Delhi,Ratan Tata,08/02/2016,,0,8.26,Yes,2.6
947,Istyleyou,,,,Consumer Internet,Gurgaon,Green House Ventures (Ghv),08/02/2016,Early stage,100000,8.26,,
948,Adurcup,,,,Consumer Internet,New Delhi,Green House Ventures (Ghv),08/02/2016,,0,8.26,,
949,Weddingz,,,,Consumer Internet,Greater Mumbai,Sixth Sense Ventures,08/02/2016,,0,8.26,,
950,Urban Dhobi,,,,Consumer Internet,Jaipur,"Vinod Bansal, Sanjeev Singhal",08/02/2016,,0,8.26,,
951,Gray Routes,,,,Consumer Internet,Greater Mumbai,"Mahesh Parasuraman, Rahul Gautam & Others",08/02/2016,,0,8.26,,
952,Xpressbees,,,,E-commerce,Pune,"Saif Partners, Idg Ventures India, Vertex Ventures, Valiant Capital",08/02/2016,Other,12500000,8.26,,
953,Invictus Oncology,,,,Health & Fitness,New Delhi,Ratan Tata,08/02/2016,,0,8.26,,
954,Hansel.Io,,,,Technology,Bangalore,"Endiya Partners, Mekin Maheshwari, Rajesh Sawhney",08/02/2016,,0,8.26,,
955,Inc42,,,,Consumer Internet,New Delhi,"India Ventures, Aarin Capital & Others",09/02/2016,,0,8.26,,
956,Goqii,,,,Technology,Greater Mumbai,Edelweiss Financial Services,09/02/2016,,0,8.26,,
957,Capzest,,,,Consumer Internet,Greater Mumbai,Lion Ventures,10/02/2016,Early stage,200000,8.26,,
958,Glamstudios,,,,Consumer Internet,Noida,Aqeel Ahmed,10/02/2016,,0,8.26,,
959,Affimity,,,,Consumer Internet,Bangalore,Undisclosed Investors,10/02/2016,Early stage,1200000,8.26,,
960,Anandakanda,,,,Technology,Pune,Undisclosed Investors,10/02/2016,Early stage,150000,8.26,,
961,Joulestowatts,,,,Technology,Bangalore,Manipal Global Education Services,10/02/2016,,0,8.26,,
962,Shopkirana,,,,Consumer Internet,Indore,"Atul Jain, Anil Gelra, Jaikumar Nair",10/02/2016,,0,8.26,,
963,Stylofie,,,,Consumer Internet,Gurgaon,Jaideep Mehta,10/02/2016,,0,8.26,,
964,Oybob,,,,E-commerce,Gurgaon,Sachin Dalal,10/02/2016,,0,8.26,,
965,Actonmagic,,,,Technology,Bangalore,Jayabalan Subramanian,12/02/2016,Early stage,125000,8.26,,
966,Bonhomia,,,,Food & Beverages,New Delhi,"Alok Rawat, Grey Orange Robotics",12/02/2016,Early stage,1000000,8.26,,
967,Igrenenergi,,,,Technology,Greater Mumbai,Sunil Mehta,12/02/2016,Early stage,1000000,8.26,,
968,Rksv,,,,Consumer Internet,Greater Mumbai,Kalaari Capital,12/02/2016,Other,4000000,8.26,,
969,Aasaanjobs,,,,Consumer Internet,Greater Mumbai,"Aspada Advisors, Idg Ventures,  Inventus Capital",15/02/2016,Other,5000000,8.26,,
970,Snapdeal,,,,E-commerce,New Delhi,Ontario Teachers’ Pension Plan & Others,15/02/2016,Other,200000000,8.26,,
971,Jugnoo,,,,Consumer Internet,Chandigarh,Saumya Tandon,15/02/2016,,0,8.26,,
972,Snapbizz,,,,Technology,Bangalore,Ratan Tata,15/02/2016,,0,8.26,,
973,Goyano,,,,Consumer Internet,Gurgaon,Mukesh Kumar Gupta,15/02/2016,Early stage,50000,8.26,,
974,Rentsher,,,,Consumer Internet,Bangalore,"Vaibhav Doshi, Abhay Singhal, Vibhu Garg, Joby Babu, Abhishek Acharya, Manish Shah",15/02/2016,Early stage,300000,8.26,,
975,Buddy,,,,Fintech,Bangalore,"Blume Ventures,  Tracxn Labs",15/02/2016,Early stage,500000,8.26,,
976,Legistify,,,,Consumer Internet,New Delhi,Ranjit Singh,15/02/2016,,0,8.26,,
977,Tablehero,,,,Consumer Internet,Bangalore,"Growx Ventures, Kunal Shah, Sandeep Tandon, Haresh Chawla, Powai Lake Ventures, Globevestor",16/02/2016,Early stage,1000000,8.26,,
978,Betterplace,,,,Technology,Bangalore,Unitus Seed Fund,16/02/2016,Early stage,970000,8.26,,
979,Salebhai,,,,E-commerce,Ahmedabad,"Virendra Shekhawat, Deepak Chokhani, Yogesh Patel & Others",16/02/2016,,0,8.26,,
980,Icustommadeit,,,,E-commerce,Pune,"Brand Capital, Siddhivinayak Skyscrapers, Dinesh R. Challa",16/02/2016,Other,4000000,8.26,,
981,Tring,,,,Consumer Internet,Pune,Vishwadeep Bajaj & Others,16/02/2016,,0,8.26,,
982,Medinfi,,,,Consumer Internet,Bangalore,"Rajnish Sinha, Prijit Debnath, Kanchan Ghoshal",16/02/2016,,0,8.26,,
983,Timemytask,,,,Consumer Internet,Greater Mumbai,Lead Angels,17/02/2016,,0,8.26,,
984,Gamezop,,,,Technology,New Delhi,"Kwan Entertainment & Marketing Solutions, Powerhouse Ventures & Others",17/02/2016,Early stage,350000,8.26,,
985,Notary Mama,,,,Consumer Internet,Bangalore,"Dr Nandish Domlur, Amit Sandill",17/02/2016,,0,8.26,,
986,The Viral Fever,2012.0,,,Consumer Internet,Greater Mumbai,Tiger Global,17/02/2016,Other,10000000,8.26,,
987,Avanti Learning,,,,EdTech,New Delhi,Michael & Susan Dell Foundation,17/02/2016,Other,5000000,8.26,,
988,Bollant Industries,,,,Technology,Greater Hyderabad ,Ratan Tata,17/02/2016,,0,8.26,,
989,Getvee,,,,Consumer Internet,New Delhi,"Lightspeed Venture Partners, K Ganesh",18/02/2016,,0,8.26,,
990,Healthkumbh,,,,Consumer Internet,Ahmedabad,Undisclosed Investor,18/02/2016,Early stage,73000,8.26,,
991,Unlaze,,,,Consumer Internet,Gurgaon,"Sujal Shah, Dino Morea",18/02/2016,,0,8.26,,
992,Tracxn,,,,Technology,Bangalore,"Nandan Nilekani, Mohandas Pai, Neeraj Arora, Anand Rajaraman, Girish Mathrubootham, Aneesh Reddy & Teruhide Sato",18/02/2016,,0,8.26,,
993,Careongo,,,,E-commerce,New Delhi,Farooq Oomerbhoy & Other Angel Investors,18/02/2016,Early stage,300000,8.26,,
994,Ark Robot,,,,Technology,Bangalore,Qualcomm (Through Qprize Contest),18/02/2016,Early stage,350000,8.26,,
995,Jaypore,,,,E-commerce,New Delhi,Aavishkaar,19/02/2016,Other,5000000,8.26,,
996,Finance Buddha,,,,Consumer Internet,Bangalore,Chennai Angels,19/02/2016,,0,8.26,,
997,Almaconnect,,,,Consumer Internet,New Delhi,"Mohandas Pai, Varun Aggarwal",19/02/2016,,0,8.26,,
998,Advantage Club,2014.0,,Male,Consumer Internet,Gurgaon,Purvi Ventures & Others,19/02/2016,Early stage,400000,8.26,,
999,Localramu,,,,Consumer Internet,Bangalore,3 Undisclosed Investors,19/02/2016,,0,8.26,,
1000,Baby Berry,,,,Consumer Internet,Bangalore,Nitin Bagmane & Other Undisclosed Investors,22/02/2016,Early stage,1000000,8.26,,
1001,Magicpin,,,,Consumer Internet,New Delhi,Lightspeed India,22/02/2016,Other,3000000,8.26,,
1002,First Eat,,,,Consumer Internet,New Delhi,Undisclosed Investor,22/02/2016,Early stage,100000,8.26,,
1003,Sigtuple,,,,Technology,Bangalore,"Sachin Bansal, Binny Bansal, Accel Partners & Others",22/02/2016,,0,8.26,,
1004,Taskbob,,,,Consumer Internet,Greater Mumbai,"Ivycap Ventures, Orios Venture Partners, Mayfield India",22/02/2016,Other,4500000,8.26,,
1005,Styledotme,,,,Consumer Internet,New Delhi,Indian Angel Network,22/02/2016,Early stage,37000,8.26,,
1006,Newslaundry,,,,Consumer Internet,New Delhi,"Omidyar Network,  Vikram Lal, Abhijit Bhandari, Mahesh Murthy, Shashank Bhagat",22/02/2016,,0,8.26,,
1007,Cuponation,,,,Consumer Internet,Gurgaon,"Rocket Internet Ag, Holtzbrink Ventures, New Enterprise Associates (Nea), E.Ventures, Ru-Net, Deutsche Telekom Strategic Investments (Dtsi), Silicon Valley Bank",23/02/2016,Other,11000000,8.26,,
1008,Aarav Uav,,,,Technology,Kanpur,"Startupxseed Ventures, The Phoenix Fund And Others",23/02/2016,,0,8.26,,
1009,Sayfix,,,,Consumer Internet,Bangalore,Yajnanarayana Kammaje,24/02/2016,,0,8.26,,
1010,Loanzen,,,,Consumer Internet,Bangalore,Tracxn Syndicate,24/02/2016,,0,8.26,,
1011,Nobroker,,,,Consumer Internet,Bangalore,"Beenext, Digital Garage, Beenos, Qualgro, Mamoru Taniya, Saif Partners",24/02/2016,Other,10000000,8.26,,
1012,Appilyever,,,,Consumer Internet,Greater Hyderabad ,"Varun Aggarwal, Suresh Venkat, Raj Y",24/02/2016,Early stage,400000,8.26,,
1013,Pocketin,,,,Consumer Internet,Noida,Swastika Company Ltd,24/02/2016,Early stage,150000,8.26,,
1014,Feetapart,,,,Consumer Internet,Bangalore,Vishal Bali & Others,24/02/2016,,0,8.26,,
1015,Ofbusiness,,,,E-commerce,Gurgaon,Matrix Partners India,25/02/2016,Other,5000000,8.26,,
1016,Carveniche,,,,Consumer Internet,Bangalore,"Calcutta Angels, Lead Angels & Others",25/02/2016,,0,8.26,,
1017,Juspay,2012.0,,Male,Consumer Internet,Bangalore,"Accel Partners, Ashish Hemrajani, Parikshit Dar, Rajesh Balpande",25/02/2016,Other,5800000,8.26,,
1018,Funcart,,,,E-commerce,New Delhi,Undisclosed Hnis,25/02/2016,Early stage,70000,8.26,,
1019,Freedom Smart Labs,,,,Technology,New Delhi,Kapil Goel,26/02/2016,Early stage,145000,8.26,,
1020,Edubridge,,,,Consumer Internet,Greater Mumbai,"Insitor Impact Asia Fund, Acumen Fund",26/02/2016,Other,2500000,8.26,,
1021,Nestaway,,,,Consumer Internet,Bangalore,Ratan Tata,29/02/2016,,0,8.26,,
1022,Hopscotch,,,,E-commerce,Greater Mumbai,Eduardo Saverin,29/02/2016,Other,13000000,8.26,,
1023,Pinclick,,,,Consumer Internet,Bangalore,Undisclosed Investors,29/02/2016,,0,8.26,,
1024,Driveu,,,,Consumer Internet,Bangalore,Unitus Seed Fund,01/03/2016,,0,8.26,,
1025,Gympik,,,,Consumer Internet,Bangalore,Roundglass Partners,01/03/2016,,0,8.26,,
